id,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
664,0,0,0,0,0.4136647,0,0.5777163,0,0,0
665,0,0,0,0,0,0.99040973,0,0,0,0
666,0.0143083865,0.014307349,0.014307714,0.014308629,0.014307687,0.014307457,0.014307654,0.01430756,0.014309878,0.8712277
667,0.9957047,0,0,0,0,0,0,0,0,0
668,0,0,0.949096,0,0,0,0,0,0,0.046836574
669,0,0,0,0,0.9963526,0,0,0,0,0
670,0.08681094,0,0,0,0,0,0.9075453,0,0,0
671,0.99241424,0,0,0,0,0,0,0,0,0
672,0,0,0.9923648,0,0,0,0,0,0,0
673,0.011122763,0.89990765,0.0111220945,0.011120721,0.0111222705,0.011121614,0.011120066,0.0111211995,0.01112027,0.011121318
674,0,0,0,0,0.99009734,0,0,0,0,0
675,0.8455404,0.14667974,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0.99267393
677,0.011119832,0.011117292,0.89993405,0.011117985,0.011119363,0.011117888,0.011118485,0.011118145,0.011118581,0.011118318
678,0,0,0,0,0.08155459,0,0,0,0.90778035,0
679,0,0,0,0,0,0,0,0,0.99454117,0
680,0.4783899,0,0,0,0.3259138,0,0,0.1894902,0,0
681,0,0,0,0,0,0,0.07519689,0,0,0.9204467
682,0,0,0.34000367,0,0.65541804,0,0,0,0,0
683,0.43214628,0,0,0,0,0.15024804,0,0,0.4134577,0
684,0.93560755,0,0,0,0,0,0,0,0,0
685,0.17823935,0,0,0,0,0,0,0.80656487,0,0
686,0.012516665,0.0125188865,0.012516203,0.012516003,0.01251706,0.012516978,0.8873481,0.012515937,0.012515677,0.012518515
687,0.9099351,0.010006931,0.010007196,0.010007154,0.010007767,0.010007629,0.010007017,0.010007204,0.01000701,0.010007019
688,0,0,0,0,0,0.82860214,0,0.16286705,0,0
689,0.46723783,0,0,0.46559313,0,0.06420631,0,0,0,0
690,0,0,0.9525867,0,0,0,0,0,0,0
691,0.8938069,0,0,0,0,0,0,0,0.10007599,0
692,0,0.949955,0,0,0,0,0,0,0,0
693,0,0,0,0,0.6768452,0,0,0,0.31717327,0
694,0.41323707,0,0.030599453,0,0,0.5533563,0,0,0,0
695,0.016680887,0.016685348,0.016680408,0.016680367,0.016680932,0.016680177,0.84986925,0.016681088,0.016680786,0.016680714
696,0,0,0,0,0.3559512,0,0,0,0,0.6407799
697,0,0,0.9306938,0,0,0,0,0,0,0
698,0,0,0.9799822,0,0,0,0,0,0,0
699,0,0,0,0,0.9181151,0,0,0,0,0
700,0.011124369,0.011121744,0.011122781,0.8998951,0.011122884,0.011122869,0.011122533,0.011122611,0.011121905,0.01112321
701,0,0,0,0,0,0,0.9947922,0,0,0
702,0,0,0,0.994299,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0.9941809,0
704,0,0,0,0,0,0,0,0,0.9932779,0
705,0.9934735,0,0,0,0,0,0,0,0,0
706,0.014299713,0.014298103,0.014298962,0.014300544,0.014299458,0.014299283,0.87130696,0.014299327,0.014298209,0.014299475
707,0,0,0,0,0,0,0.9867559,0,0,0
708,0,0,0.9912516,0,0,0,0,0,0,0
709,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.6993685
710,0,0,0,0,0.9951835,0,0,0,0,0
711,0,0,0,0,0,0,0.9922259,0,0,0
712,0.27402768,0,0.7214639,0,0,0,0,0,0,0
713,0,0,0,0,0.30365214,0,0,0,0.68536294,0
714,0.97690666,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0.9946704,0,0,0
716,0.69987535,0.033342496,0.033348545,0.03334413,0.03334863,0.03334741,0.03334729,0.03335036,0.033345688,0.03335008
717,0,0,0,0,0,0,0.91806895,0,0,0
718,0,0,0,0.20227139,0,0,0,0,0,0.79317194
719,0,0,0,0,0,0,0.9888816,0,0,0
720,0.112136655,0,0,0,0.88406605,0,0,0,0,0
721,0.849801,0.016687693,0.016689232,0.01668782,0.016690578,0.016687943,0.01668822,0.016689297,0.016688706,0.016689476
722,0,0,0,0.8852016,0,0,0,0,0.110584624,0
723,0,0,0,0,0,0.9917349,0,0,0,0
724,0,0,0.9356617,0,0,0,0,0,0,0
725,0.020021874,0.020027561,0.81979096,0.020021733,0.020023141,0.020022992,0.020021776,0.020022118,0.02002213,0.020025697
726,0.012506965,0.012506651,0.012506653,0.012507183,0.012508153,0.012506563,0.01250909,0.88743323,0.012507864,0.012507649
727,0,0,0,0,0,0.9923631,0,0,0,0
728,0,0,0,0,0.93056715,0,0,0,0,0
729,0,0,0,0,0,0,0.9876462,0,0,0
730,0,0,0,0,0,0,0,0.9181258,0,0
731,0,0,0,0,0.4662106,0,0,0,0.524677,0
732,0,0,0,0,0.93565214,0,0,0,0,0
733,0.012509273,0.01250747,0.012508844,0.0125090545,0.012507885,0.88742477,0.012508039,0.012508051,0.012508791,0.012507838
734,0,0,0.99301857,0,0,0,0,0,0,0
735,0.010009136,0.010008287,0.010009323,0.01001161,0.010009274,0.9099139,0.010009196,0.010009266,0.010009521,0.01001049
736,0.0333631,0.033357956,0.03335877,0.033358566,0.03336048,0.033359542,0.03335852,0.033357978,0.033360433,0.6997646
737,0,0,0,0,0,0,0,0,0,0.99010223
738,0.9952758,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0.9920959,0,0
740,0,0,0,0,0,0,0,0,0.9923491,0
741,0,0,0.99080443,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0.99332255
743,0,0.91814864,0,0,0,0,0,0,0,0
744,0,0,0,0.9936506,0,0,0,0,0,0
745,0.94105345,0,0.048248418,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0.9897613,0,0
747,0,0,0,0,0,0,0,0.97855234,0,0
748,0,0,0,0,0,0,0,0,0.9952833,0
749,0,0,0,0,0,0,0,0.610497,0,0.38535133
750,0,0,0.3197736,0,0,0.6735485,0,0,0,0
751,0,0,0,0,0,0,0.99418575,0,0,0
752,0,0,0,0,0,0,0,0,0,0.93994874
753,0.25006074,0,0,0.14753495,0.16854744,0,0,0,0.3900595,0.038296983
754,0.033373058,0.69964,0.03337545,0.033373073,0.033373058,0.033373058,0.033373058,0.033373076,0.033373114,0.033373058
755,0.9961131,0,0,0,0,0,0,0,0,0
756,0,0.9470021,0,0,0,0,0,0,0,0
757,0.99173695,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0.99321723
759,0.6144555,0,0,0,0,0,0.38030523,0,0,0
760,0,0,0,0,0.63377225,0,0,0,0,0.29334697
761,0.39015305,0,0,0.351509,0,0.2532463,0,0,0,0
762,0,0,0.021421978,0,0,0,0,0,0.971604,0
763,0,0,0,0,0,0,0,0,0.9939485,0
764,0,0,0,0.9924867,0,0,0,0,0,0
765,0,0,0.99350905,0,0,0,0,0,0,0
766,0.55184966,0,0,0,0,0,0.4452354,0,0,0
767,0,0,0,0,0,0,0,0.99351734,0,0
768,0,0,0.36576855,0,0.31167063,0,0,0,0.3163921,0
769,0,0,0,0,0.99395525,0,0,0,0,0
770,0,0,0.42990115,0.49742547,0.069918886,0,0,0,0,0
771,0,0,0,0,0.94762903,0,0,0,0.049790405,0
772,0,0,0,0,0.99080783,0,0,0,0,0
773,0.5486164,0.050153736,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732
774,0,0,0.6627383,0,0.08034709,0,0,0,0,0.25297186
775,0,0,0,0,0.93561983,0,0,0,0,0
776,0.6673607,0,0,0.31628808,0,0,0,0,0,0
777,0.014294845,0.01429279,0.8713488,0.0142949335,0.01429581,0.014294116,0.0142950425,0.014295353,0.014293552,0.014294716
778,0,0,0.5686928,0,0,0,0,0,0,0.425046
779,0,0,0.059370715,0,0,0.9367758,0,0,0,0
780,0,0,0,0,0,0,0.71462625,0,0,0.27781242
781,0.6447609,0,0,0,0,0,0,0,0,0.3515961
782,0.010011646,0.010011596,0.010011905,0.010011527,0.90989405,0.010013668,0.010011288,0.010011061,0.010011252,0.010012009
783,0,0,0,0,0,0,0,0.9499656,0,0
784,0,0,0,0,0,0.37350816,0,0,0,0.55370444
785,0.016678205,0.016678065,0.016678372,0.016680017,0.016678369,0.0166791,0.016679185,0.016679011,0.84989136,0.01667829
786,0,0,0.9910556,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0.99332654,0
788,0,0,0,0,0,0,0.99360996,0,0,0
789,0,0,0,0.91808856,0,0,0,0,0,0
790,0,0,0,0,0.9918771,0,0,0,0,0
791,0,0,0.9917329,0,0,0,0,0,0,0
792,0.9883343,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0.9945403,0,0
794,0.97350293,0,0,0,0,0,0,0,0,0
795,0.011123596,0.011123654,0.011123588,0.011123276,0.89988565,0.011123915,0.011123582,0.011123828,0.011123921,0.011124995
796,0.9912499,0,0,0,0,0,0,0,0,0
797,0.87121403,0.014308976,0.014309681,0.0143090505,0.014309521,0.014309837,0.014310633,0.014309212,0.014309823,0.014309233
798,0,0,0,0,0,0,0,0,0.93565035,0
799,0,0,0.6145109,0.06662323,0.16544859,0,0,0,0.14943871,0
800,0.0369385,0,0,0,0,0,0,0,0.9537481,0
801,0,0,0,0,0,0,0.98969966,0,0,0
802,0,0.993473,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0.93072397
804,0.2952934,0,0,0,0,0.69707316,0,0,0,0
805,0,0,0,0,0,0,0,0,0.9957293,0
806,0,0,0,0,0.07844888,0.9156497,0,0,0,0
807,0,0,0,0.9499652,0,0,0,0,0,0
808,0,0,0,0,0,0,0.9937401,0,0,0
809,0,0,0,0.992298,0,0,0,0,0,0
810,0.24294502,0,0.14522338,0,0,0,0,0.6055202,0,0
811,0,0,0,0.9957102,0,0,0,0,0,0
812,0,0,0,0.61070174,0.14960305,0,0,0.13363911,0.10112379,0
813,0,0,0,0,0.9960814,0,0,0,0,0
814,0,0,0.9952781,0,0,0,0,0,0,0
815,0.5233333,0,0,0,0.465003,0,0,0,0,0
816,0,0,0,0,0,0.98799014,0,0,0,0
817,0.34864244,0,0,0.08459522,0.47035423,0,0.0932883,0,0,0
818,0,0,0,0,0.5358895,0,0,0,0,0.4562552
819,0,0,0,0,0,0,0,0.117143124,0,0.87829846
820,0,0,0,0,0,0,0,0.9905066,0,0
821,0,0.9940688,0,0,0,0,0,0,0,0
822,0.025026442,0.025025325,0.7747608,0.025028259,0.025026703,0.025026148,0.025025945,0.02502607,0.025027404,0.025026927
823,0.016691566,0.016689308,0.016691709,0.016690465,0.016691342,0.016696269,0.016690388,0.016690776,0.016691834,0.8497763
824,0,0,0,0.05560583,0,0,0,0,0.9383199,0
825,0,0,0,0,0,0,0,0.9937449,0,0
826,0,0,0,0,0,0,0.991662,0,0,0
827,0,0,0,0,0,0,0,0.9946944,0,0
828,0.15376703,0,0,0,0.23671356,0,0.6065225,0,0,0
829,0,0,0,0,0,0,0.7107323,0,0.28204414,0
830,0.02503271,0.025031308,0.7746946,0.025034672,0.025035003,0.025036765,0.025033852,0.025037428,0.025032315,0.025031328
831,0,0,0,0,0,0,0,0.990619,0,0
832,0,0,0,0,0.97953236,0,0,0,0,0
833,0,0,0.34756964,0,0,0,0,0,0.64456004,0
834,0,0,0,0,0.99382526,0,0,0,0,0
835,0,0.42616692,0,0,0,0,0,0,0.56818944,0
836,0,0,0,0,0,0,0,0,0,0.9912415
837,0.011121992,0.011122862,0.011124084,0.011122687,0.01112253,0.011122395,0.011122567,0.8998957,0.011122851,0.011122278
838,0.5111757,0,0,0,0,0.3615706,0,0,0,0.12391383
839,0,0,0,0,0.88807356,0.10523619,0,0,0,0
840,0.012514368,0.012513503,0.012514926,0.012513969,0.012514156,0.012514482,0.012514127,0.012513862,0.8873723,0.0125143
841,0,0,0.9180276,0,0,0,0,0,0,0
842,0,0,0,0,0,0.7792656,0,0,0.21421075,0
843,0,0,0.9977907,0,0,0,0,0,0,0
844,0.58940715,0,0,0,0,0,0,0,0,0.40614197
845,0.28580457,0,0,0,0,0,0,0,0.7094782,0
846,0.014300945,0.014298309,0.0142997755,0.0142996395,0.014301145,0.0142995985,0.014301175,0.014298769,0.014299977,0.8713007
847,0,0,0,0,0,0.99195457,0,0,0,0
848,0.012516686,0.012510951,0.8873907,0.012512254,0.012512795,0.012510952,0.0125112515,0.012511278,0.012511437,0.012511742
849,0.6989081,0,0,0.29079133,0,0,0,0,0,0
850,0,0,0,0.06264763,0,0,0.9325535,0,0,0
851,0.020036748,0.020032344,0.8196812,0.020035043,0.020035794,0.020033058,0.020031882,0.02003171,0.02003844,0.020043723
852,0,0,0,0,0,0.18353477,0,0,0,0.8100511
853,0,0,0,0,0.99391115,0,0,0,0,0
854,0.014300353,0.014298837,0.014299115,0.014301329,0.87130874,0.014297952,0.0142980395,0.014297309,0.014299906,0.0142984325
855,0.7745704,0.025046848,0.025047608,0.025048407,0.025047114,0.025049303,0.025047282,0.025048038,0.025047086,0.025047887
856,0,0,0.991562,0,0,0,0,0,0,0
857,0,0,0.0866579,0,0,0,0.4097151,0,0.49762824,0
858,0,0,0,0,0.9356285,0,0,0,0,0
859,0.014293288,0.014293116,0.87135816,0.014293083,0.014294477,0.014293179,0.0142946355,0.01429275,0.014293693,0.014293648
860,0,0,0,0,0,0,0,0,0,0.99411064
861,0,0,0,0.1206631,0,0,0.87502354,0,0,0
862,0,0,0,0.9956701,0,0,0,0,0,0
863,0,0,0.63771206,0,0,0,0,0,0,0.3568019
864,0.011121575,0.011120286,0.011122339,0.011121053,0.011122483,0.011120846,0.0111210765,0.011120978,0.8999077,0.011121651
865,0,0,0,0,0,0,0,0.05627622,0.93877274,0
866,0,0,0,0,0,0.9961182,0,0,0,0
867,0,0,0,0,0,0,0,0,0.99165416,0
868,0.99525946,0,0,0,0,0,0,0,0,0
869,0.9863403,0,0,0,0,0,0,0,0,0
870,0.68614596,0,0,0,0,0,0.31076154,0,0,0
871,0.010012344,0.010011546,0.909888,0.010012583,0.01001319,0.0100128725,0.010012945,0.010011881,0.0100124255,0.010012144
872,0.050120145,0.05012015,0.050120145,0.5488863,0.050120145,0.050120145,0.050120145,0.050120145,0.050120145,0.050152585
873,0,0,0,0,0,0.4769929,0.513578,0,0,0
874,0,0,0.96892667,0,0,0,0,0,0,0
875,0.9869493,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0.99535626,0,0,0,0
877,0,0,0,0,0,0,0.024718853,0,0,0.9708581
878,0,0,0,0,0,0.9931173,0,0,0,0
879,0,0,0,0,0,0,0,0,0.9934158,0
880,0,0,0,0,0,0.94576746,0,0,0,0.04469179
881,0,0,0.39237496,0,0.6023054,0,0,0,0,0
882,0.9929051,0,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0,0.15390565,0.8422407
884,0.033392407,0.033392407,0.03339639,0.033392407,0.033392407,0.69945747,0.033392407,0.03339925,0.033392407,0.033392407
885,0,0,0,0,0,0,0.9965754,0,0,0
886,0.87126094,0.014304035,0.014304992,0.01430385,0.01430442,0.014304546,0.014304521,0.014304418,0.014304091,0.014304133
887,0,0.91814864,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0.99595565,0,0,0
889,0,0,0,0,0,0,0.98634666,0,0,0
890,0,0,0,0,0.99624586,0,0,0,0,0
891,0,0,0.59816706,0,0,0.03226096,0.36585978,0,0,0
892,0,0,0,0,0,0,0,0.9865536,0,0
893,0.0143081155,0.0143104745,0.014310014,0.01430861,0.87121475,0.014314797,0.014308077,0.014307679,0.014307457,0.014310044
894,0,0,0.6162805,0,0,0,0,0,0.37815058,0
895,0.95256275,0,0,0,0,0,0,0,0,0
896,0,0,0.9888276,0,0,0,0,0,0,0
897,0,0,0,0,0.9861365,0,0,0,0,0
898,0,0.9181363,0,0,0,0,0,0,0,0
899,0,0,0,0,0.9886382,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0.70117354,0.29302287
901,0.011120227,0.01111947,0.89991945,0.011121056,0.011120553,0.011119923,0.011120087,0.0111197755,0.01111985,0.011119623
902,0,0,0.99149925,0,0,0,0,0,0,0
903,0.011120189,0.8999225,0.011119659,0.011119917,0.011119635,0.011121464,0.01111925,0.011119048,0.011118793,0.011119558
904,0,0,0,0,0,0,0,0,0.9774773,0
905,0.01668197,0.01668061,0.84986997,0.01667984,0.016682183,0.016680278,0.016681712,0.016680708,0.01668178,0.016680999
906,0,0,0,0.9819873,0,0,0,0,0,0
907,0,0,0.91809326,0,0,0,0,0,0,0
908,0.020019159,0.020020004,0.020019189,0.020016328,0.020020384,0.8198312,0.020018283,0.020016726,0.020017691,0.020021047
909,0,0,0,0,0,0,0,0,0,0.99365634
910,0,0,0,0.9823313,0,0,0,0,0,0
911,0.016692633,0.016691945,0.8497616,0.016691893,0.016693626,0.016693315,0.016693119,0.016692907,0.016693676,0.016695255
912,0.56398153,0,0.13021676,0,0,0,0.04859016,0,0.2527645,0
913,0.016694669,0.016694937,0.84974843,0.016693946,0.016694037,0.016695043,0.01669475,0.016694492,0.016694997,0.016694678
914,0.012516621,0.0125209335,0.012516599,0.01251653,0.012518027,0.012516162,0.012515413,0.012516067,0.88734454,0.012519109
915,0,0,0,0,0,0.93994284,0,0,0,0
916,0.012509087,0.012507571,0.8874257,0.012509275,0.01250896,0.012507675,0.012507796,0.012507616,0.012508222,0.012508059
917,0.9940741,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0.98798025,0,0,0,0,0
919,0.99542636,0,0,0,0,0,0,0,0,0
920,0,0,0.9852294,0,0,0,0,0,0,0
921,0,0,0,0,0.78264564,0,0,0,0,0.21266872
922,0.079723924,0.91463596,0,0,0,0,0,0,0,0
923,0,0,0,0,0.99418694,0,0,0,0,0
924,0,0,0,0,0.7551917,0,0,0,0,0.23826797
925,0.04132203,0,0,0,0,0.9531813,0,0,0,0
926,0.9666504,0,0,0,0,0,0,0,0.028107986,0
927,0,0,0.0144826155,0,0.9806334,0,0,0,0,0
928,0.5579485,0,0.43716967,0,0,0,0,0,0,0
929,0.32843038,0,0,0,0,0.6648381,0,0,0,0
930,0,0,0,0,0.9951502,0,0,0,0,0
931,0,0,0,0,0,0,0.98634875,0,0,0
932,0,0,0,0.94995475,0,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0,0.98829687
934,0,0,0,0,0.9936975,0,0,0,0,0
935,0,0,0.0337069,0.6674867,0,0,0,0,0,0.29333088
936,0.53809994,0,0,0.028222917,0.43017244,0,0,0,0,0
937,0,0,0.9979487,0,0,0,0,0,0,0
938,0,0,0.9940295,0,0,0,0,0,0,0
939,0.7522138,0,0,0.111273736,0,0,0,0,0,0.13170347
940,0.020016834,0.020011757,0.02001482,0.020013921,0.020014228,0.020013373,0.020013114,0.8198763,0.02001235,0.02001329
941,0,0,0.46189108,0.30401325,0,0,0.22957435,0,0,0
942,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
943,0.014535559,0,0,0.73384225,0.12659493,0,0.120963804,0,0,0
944,0.98694944,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0,0.9799716
946,0,0,0,0.7656516,0,0,0,0,0,0.22934033
947,0,0,0,0.9859257,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0.9718518,0,0
949,0.020027773,0.020026604,0.020028474,0.020026993,0.020027574,0.81975406,0.02002724,0.02002707,0.020026784,0.020027446
950,0,0,0.91810876,0,0,0,0,0,0,0
951,0,0,0.26184866,0.7332091,0,0,0,0,0,0
952,0,0,0,0.99378777,0,0,0,0,0,0
953,0,0.9954396,0,0,0,0,0,0,0,0
954,0.92493194,0,0,0,0,0,0,0,0,0
955,0,0,0,0,0.99476224,0,0,0,0,0
956,0.011122671,0.89989537,0.011122969,0.011122967,0.01112298,0.011122425,0.011122866,0.011122389,0.011122732,0.011122586
957,0,0,0,0,0.99148816,0,0,0,0,0
958,0.010011013,0.010010344,0.9098949,0.010010972,0.010014897,0.010012031,0.010011077,0.010011493,0.010012299,0.010011013
959,0.819829,0.0200171,0.020018093,0.02002111,0.020019902,0.020018524,0.020019665,0.020017266,0.020020686,0.020018691
960,0,0,0,0,0,0,0.97905874,0,0,0
961,0,0,0,0,0,0.10536877,0,0,0,0.8824543
962,0,0,0.9944021,0,0,0,0,0,0,0
963,0.010011885,0.0100107305,0.9098925,0.010011298,0.010011492,0.010015244,0.010011432,0.010012503,0.010011296,0.010011651
964,0.010009813,0.010009355,0.90991205,0.010010111,0.010011266,0.010009268,0.010010054,0.010009485,0.010009071,0.010009537
965,0.88735026,0.012515692,0.012517319,0.012519138,0.012516283,0.012516027,0.012516433,0.012516093,0.012516063,0.012516732
966,0,0,0,0,0.9931118,0,0,0,0,0
967,0.01001056,0.010009668,0.90991026,0.010010068,0.010010095,0.01000988,0.010009905,0.010010094,0.0100096455,0.010009846
968,0.46531612,0,0,0,0,0,0.41366848,0,0,0.11628131
969,0.0125109125,0.012509662,0.88739717,0.01251158,0.012514181,0.012512267,0.012511043,0.012510902,0.0125117125,0.012510595
970,0,0,0,0,0,0,0,0.9937417,0,0
971,0,0.11460923,0,0,0,0,0,0.87982786,0,0
972,0,0.9902035,0,0,0,0,0,0,0,0
973,0,0,0,0,0.99513036,0,0,0,0,0
974,0,0,0,0,0.9917318,0,0,0,0,0
975,0,0.11867047,0,0,0.8774708,0,0,0,0,0
976,0.17896624,0,0,0.8163972,0,0,0,0,0,0
977,0,0,0,0,0.9885917,0,0,0,0,0
978,0,0,0.9844649,0,0,0,0,0,0,0
979,0.38813752,0.2196036,0,0,0,0,0,0,0.38702896,0
980,0,0,0,0,0.91808254,0,0,0,0,0
981,0,0,0.89964604,0,0,0,0.09907498,0,0,0
982,0,0,0,0,0,0.99347395,0,0,0,0
983,0.9725433,0,0.022356482,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0.9960268,0,0,0
985,0,0.95259947,0,0,0,0,0,0,0,0
986,0,0,0,0,0.64578,0,0,0,0,0.3486185
987,0,0.6436902,0,0.32290456,0,0,0,0,0,0
988,0,0,0,0,0,0,0.27252656,0,0.7208489,0
989,0,0,0.92489976,0,0,0,0,0,0,0
990,0.010009211,0.9099151,0.010009753,0.010008832,0.010009315,0.010009678,0.010009535,0.0100096455,0.0100096,0.0100092795
991,0,0,0,0,0,0,0,0,0.9249118,0
992,0.6369339,0.09115023,0,0.26735538,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,0.99457324,0
994,0,0,0,0,0,0,0,0.99278957,0,0
995,0,0,0,0,0.18916917,0.7996786,0,0,0,0
996,0,0.9216646,0,0,0,0,0,0.072731234,0,0
997,0,0,0,0,0,0,0,0,0.6926111,0.3023952
998,0,0,0,0,0,0,0,0,0.99493784,0
999,0,0,0.27090517,0,0,0,0.5753439,0,0.15017971,0
